Timestamps,Bytes_Sent (TCP),Bytes_Sent (UDP),Bytes_Sent (Other),Bytes_Received (TCP),Bytes_Received (UDP),Bytes_Received (Other),Packets_Sent (TCP),Packets_Sent (UDP),Packets_Sent (Other),Packets_Received (TCP),Packets_Received (UDP),Packets_Received (Other)
2/27/2024 2:15,696,772,217,898,620,137,35,33,22,65,26,12
2/27/2024 2:20,965,760,206,603,511,151,41,36,10,31,29,16
2/27/2024 2:25,1189,704,254,780,759,245,38,39,18,68,24,29
2/27/2024 2:30,1041,648,157,1076,572,158,51,29,30,23,29,19
2/27/2024 2:35,1124,717,240,773,666,244,26,35,27,29,36,21
2/27/2024 2:40,747,628,211,608,629,219,60,27,29,49,24,20
2/27/2024 2:45,928,522,286,1022,485,181,28,19,13,23,34,10
2/27/2024 2:50,695,766,250,683,802,277,48,16,19,62,28,15
2/27/2024 2:55,965,882,110,935,657,123,58,27,10,49,30,29
2/27/2024 3:00,849,695,117,1115,535,208,49,36,26,64,17,15
2/27/2024 3:05,995,647,131,1170,588,228,67,38,9,66,36,18
2/27/2024 3:10,962,708,168,830,583,179,53,38,9,34,37,23
2/27/2024 3:15,912,681,121,962,564,272,44,28,23,57,16,30
2/27/2024 3:20,979,511,265,716,904,256,42,26,9,51,34,22
2/27/2024 3:25,1118,482,160,971,585,225,56,37,19,26,36,20
2/27/2024 3:30,901,760,224,1137,822,188,40,40,25,47,28,9
2/27/2024 3:35,907,872,194,1091,747,221,60,38,23,66,25,28
2/27/2024 3:40,742,910,268,874,883,139,27,23,23,59,30,22
2/27/2024 3:45,693,611,176,931,871,107,66,16,9,37,23,26
2/27/2024 3:50,1134,825,247,901,807,215,33,39,9,35,40,18
2/27/2024 3:55,808,815,209,1045,714,186,50,25,18,42,18,18
2/27/2024 4:00,685,685,183,959,843,108,51,37,16,61,23,28
2/27/2024 4:05,606,723,117,899,585,242,64,17,19,26,17,23
2/27/2024 4:10,1180,566,165,1004,646,253,43,22,22,35,22,10
2/27/2024 4:15,620,575,149,1041,612,260,43,26,20,32,17,27
2/27/2024 4:20,608,833,230,1057,768,232,52,33,27,24,35,12
2/27/2024 4:25,778,919,193,825,459,296,59,39,17,48,22,29
2/27/2024 4:30,642,676,100,1009,839,247,47,14,17,59,34,27
2/27/2024 4:35,869,800,160,770,683,160,44,22,10,52,29,26
2/27/2024 4:40,1042,723,238,897,692,212,38,30,10,33,18,27
2/27/2024 4:45,1070,706,140,813,603,166,62,33,22,58,37,26
2/27/2024 4:50,744,616,243,1190,456,185,45,28,17,37,26,11
2/27/2024 4:55,861,601,285,1058,513,148,36,41,18,66,23,18
2/27/2024 5:00,1128,898,154,816,674,183,44,24,9,25,23,9
2/27/2024 5:05,906,627,206,1010,906,126,26,37,19,49,17,17
2/27/2024 5:10,792,717,251,663,791,259,40,22,9,51,17,26
2/27/2024 5:15,668,529,170,685,521,123,59,33,22,44,25,29
2/27/2024 5:20,1087,915,300,838,790,172,51,18,17,60,21,25
2/27/2024 5:25,1044,817,111,928,630,154,50,21,23,53,18,18
2/27/2024 5:30,1135,509,141,1028,506,238,31,37,14,40,27,28
2/27/2024 5:35,1073,570,296,1193,821,190,60,36,19,63,14,29
2/27/2024 5:40,911,824,251,1081,859,147,43,37,17,60,31,18
2/27/2024 5:45,1081,540,248,1042,520,249,35,20,27,54,40,29
2/27/2024 5:50,612,540,236,990,751,178,67,41,14,60,17,27
2/27/2024 5:55,1028,873,126,689,698,227,47,34,19,25,33,12
2/27/2024 6:00,663,623,100,749,468,165,58,17,12,49,20,14
2/27/2024 6:05,894,696,172,1031,583,109,55,36,20,40,37,17
2/27/2024 6:10,1101,826,199,919,915,262,50,30,13,30,24,15
2/27/2024 6:15,1153,753,157,733,565,136,62,14,13,51,32,18
2/27/2024 6:20,638,671,147,1151,575,204,60,29,29,61,26,16
2/27/2024 6:25,856,798,268,1026,623,224,41,20,15,37,31,19
2/27/2024 6:30,859,709,186,890,473,157,57,33,25,52,19,17
2/27/2024 6:35,710,549,183,681,641,159,49,22,29,51,33,12
2/27/2024 6:40,1023,467,237,1091,735,211,68,34,19,39,18,27
2/27/2024 6:45,923,489,242,843,831,209,32,28,14,67,28,24
2/27/2024 6:50,1107,582,222,1183,748,112,35,31,16,41,41,28
2/27/2024 6:55,1084,642,170,863,509,193,64,33,30,37,19,23
2/27/2024 7:00,637,818,130,890,530,209,67,23,22,43,29,21
2/27/2024 7:05,944,524,153,952,632,127,35,16,15,38,31,22
2/27/2024 7:10,867,666,248,822,897,116,47,34,20,44,20,29
2/27/2024 7:15,852,829,255,816,553,141,24,40,23,45,15,22
2/27/2024 7:20,964,636,264,1092,589,121,59,30,23,64,23,17
2/27/2024 7:25,859,565,110,1142,907,121,32,36,10,26,39,22
2/27/2024 7:30,722,464,136,768,532,225,33,16,8,36,32,8
2/27/2024 7:35,644,738,278,993,849,237,40,31,30,60,36,11
2/27/2024 7:40,820,902,164,1155,570,250,30,37,27,66,29,10
2/27/2024 7:45,978,818,229,1093,531,204,57,28,16,28,35,21
2/27/2024 7:50,915,734,277,654,666,294,33,15,27,46,41,15
2/27/2024 7:55,931,611,216,1156,885,110,58,41,9,41,16,13
2/27/2024 8:00,728,709,203,797,877,249,33,39,12,34,17,9
2/27/2024 8:05,1144,661,263,606,533,155,68,41,24,44,28,27
2/27/2024 8:10,601,828,250,1011,845,146,59,15,13,36,41,29
2/27/2024 8:15,1176,847,150,870,702,196,66,36,22,60,41,15
2/27/2024 8:20,621,671,133,771,486,187,29,28,24,67,32,23
2/27/2024 8:25,792,862,285,615,811,255,52,25,15,22,36,22
2/27/2024 8:30,664,637,183,1132,703,254,41,40,13,46,26,23
2/27/2024 8:35,791,637,133,1139,730,273,63,23,19,38,19,25
2/27/2024 8:40,801,805,195,1084,611,211,39,29,11,64,40,12
2/27/2024 8:45,973,783,256,1146,886,259,49,19,21,23,15,8
2/27/2024 8:50,1115,604,245,752,836,159,27,23,29,28,21,16
2/27/2024 8:55,635,760,205,900,569,218,29,21,9,55,35,11
2/27/2024 9:00,968,674,112,689,482,282,28,30,24,27,34,22
2/27/2024 9:05,898,645,106,921,498,209,56,33,14,44,30,21
2/27/2024 9:10,1023,644,208,979,874,272,65,18,24,57,26,18
2/27/2024 9:15,1044,668,174,807,781,102,26,37,26,25,29,13
2/27/2024 9:20,630,876,153,781,541,135,51,28,9,30,18,8
2/27/2024 9:25,791,794,153,682,612,296,22,16,25,50,21,26
2/27/2024 9:30,890,731,102,632,907,158,22,21,11,25,31,26
2/27/2024 9:35,650,676,214,1050,771,151,38,25,19,46,23,25
2/27/2024 9:40,876,502,106,1015,651,199,37,15,13,40,31,26
2/27/2024 9:45,695,516,115,790,569,117,46,25,26,42,14,9
2/27/2024 9:50,1124,450,227,853,643,112,56,38,29,59,40,23
2/27/2024 9:55,652,580,292,987,503,125,26,21,28,22,40,19
2/27/2024 10:00,682,451,126,648,660,193,50,20,27,63,24,22
2/27/2024 10:05,1095,821,221,808,510,108,44,29,9,62,33,17
2/27/2024 10:10,797,841,110,1013,658,162,28,38,24,34,27,29
2/27/2024 10:15,891,489,190,829,626,168,37,24,10,50,33,26
2/27/2024 10:20,667,758,249,778,726,181,68,33,14,46,19,26
2/27/2024 10:25,978,662,123,730,675,256,41,27,29,45,21,11
2/27/2024 10:30,1130,828,101,1053,920,128,35,29,10,56,25,23
2/27/2024 10:35,900,772,286,601,761,124,46,22,27,35,20,27
2/27/2024 10:40,1153,821,264,650,593,159,39,32,17,36,38,15
2/27/2024 10:45,744,530,278,902,506,128,37,31,21,31,41,30
2/27/2024 10:50,704,510,290,965,473,129,29,23,8,43,21,15
2/27/2024 10:55,782,595,283,860,566,275,36,16,30,38,36,30
2/27/2024 11:00,794,895,168,731,737,258,41,25,29,23,30,8
2/27/2024 11:05,993,716,188,1050,791,191,38,36,29,46,35,11
2/27/2024 11:10,854,598,164,1104,700,273,49,39,19,32,30,15
2/27/2024 11:15,1112,516,191,991,707,290,30,23,21,53,41,25
2/27/2024 11:20,877,626,106,1062,612,243,30,40,26,42,32,22
2/27/2024 11:25,860,740,263,878,572,201,56,23,13,59,36,16
2/27/2024 11:30,1147,678,268,834,573,179,52,39,9,67,40,15
2/27/2024 11:35,1161,543,292,813,694,133,47,17,24,65,37,21
2/27/2024 11:40,949,690,110,1135,770,239,32,24,24,51,35,18
2/27/2024 11:45,679,820,175,815,561,118,63,37,9,39,24,8
2/27/2024 11:50,1132,682,188,984,609,291,50,22,15,43,21,30
2/27/2024 11:55,1186,612,169,704,713,241,42,34,22,67,26,23
2/27/2024 12:00,724,786,291,1142,787,131,64,38,11,37,20,26
2/27/2024 12:05,930,690,264,802,646,250,58,23,21,68,23,15
2/27/2024 12:10,978,794,197,795,472,295,36,24,27,60,38,23
2/27/2024 12:15,700,511,118,836,702,106,45,35,13,57,34,18
2/27/2024 12:20,680,798,151,1107,907,285,46,41,30,50,36,18
2/27/2024 12:25,856,913,170,973,843,131,62,40,10,43,33,25
2/27/2024 12:30,1168,895,138,928,538,270,51,18,15,27,34,10
2/27/2024 12:35,790,728,221,724,652,160,57,17,21,43,26,19
2/27/2024 12:40,886,594,159,809,526,203,62,23,8,61,34,16
2/27/2024 12:45,800,886,159,1140,514,255,65,19,22,56,21,14
2/27/2024 12:50,674,817,133,1149,527,242,35,38,10,56,15,20
2/27/2024 12:55,697,506,286,854,565,248,61,38,10,34,30,24
2/27/2024 13:00,641,610,148,693,779,290,34,18,24,68,30,29
2/27/2024 13:05,656,723,216,838,619,189,46,40,19,36,35,27
2/27/2024 13:10,637,514,120,892,773,255,66,41,15,65,21,20
2/27/2024 13:15,804,791,133,617,831,274,42,28,29,25,26,25
2/27/2024 13:20,637,828,220,615,575,116,55,41,8,26,21,9
2/27/2024 13:25,1070,776,185,699,452,175,47,31,11,34,26,25
2/27/2024 13:30,832,640,232,632,683,149,51,39,22,66,32,28
2/27/2024 13:35,1005,906,127,1173,786,194,68,40,15,47,36,30
2/27/2024 13:40,1065,745,204,773,481,200,68,22,8,34,36,27
2/27/2024 13:45,1147,661,129,1086,867,271,45,17,19,22,22,24
2/27/2024 13:50,1151,554,205,881,676,100,42,18,8,31,17,20
2/27/2024 13:55,1031,473,195,804,619,183,25,28,21,50,34,10
2/27/2024 14:00,682,504,238,664,888,181,22,16,9,54,29,29
2/27/2024 14:05,1060,534,194,907,668,222,31,14,11,30,15,18
2/27/2024 14:10,753,618,173,1051,668,161,39,33,29,65,37,8
2/27/2024 14:15,852,681,286,982,846,158,24,28,19,22,28,8
2/27/2024 14:20,1030,582,190,1102,651,143,40,37,20,50,30,9
2/27/2024 14:25,747,795,102,726,742,198,57,26,22,66,14,28
2/27/2024 14:30,899,739,125,779,796,172,56,14,21,29,35,26
2/27/2024 14:35,961,635,130,858,565,231,48,29,28,27,30,27
2/27/2024 14:40,834,623,184,609,711,255,66,32,9,45,19,21
2/27/2024 14:45,866,527,260,1149,657,246,38,39,25,60,17,12
2/27/2024 14:50,930,563,152,1176,659,272,54,25,28,36,36,21
2/27/2024 14:55,632,698,217,1096,535,262,62,34,17,34,22,20
2/27/2024 15:00,1036,483,248,1008,734,258,37,41,18,42,29,16
2/27/2024 15:05,1169,673,242,1070,835,175,52,41,27,51,16,30
2/27/2024 15:10,709,819,294,821,451,232,38,41,15,55,15,18
2/27/2024 15:15,695,483,139,638,691,229,58,26,18,34,38,19
2/27/2024 15:20,786,565,126,1083,755,260,53,14,17,35,32,15
2/27/2024 15:25,1179,802,211,922,617,107,67,30,9,36,28,23
2/27/2024 15:30,921,582,252,614,908,202,28,30,22,42,41,17
2/27/2024 15:35,1122,734,204,1082,480,195,30,26,10,36,36,24
2/27/2024 15:40,1200,807,216,747,913,218,53,39,11,26,31,8
2/27/2024 15:45,862,469,139,1062,916,150,61,22,16,65,33,8
2/27/2024 15:50,888,866,177,1007,810,277,27,27,20,31,29,16
2/27/2024 15:55,887,537,178,828,462,177,59,38,20,37,14,20
2/27/2024 16:00,1143,708,265,1190,726,254,23,14,18,34,18,13
2/27/2024 16:05,947,862,118,795,828,151,22,23,17,47,35,13
2/27/2024 16:10,885,787,169,708,489,122,65,27,18,25,37,18
2/27/2024 16:15,789,538,232,661,695,263,30,33,13,55,29,29
2/27/2024 16:20,1109,480,260,1117,784,238,24,34,12,48,19,22
2/27/2024 16:25,1073,460,251,1167,662,202,60,22,23,44,15,28
2/27/2024 16:30,1191,883,258,1180,744,282,40,19,9,36,21,24
2/27/2024 16:35,917,636,149,622,908,293,45,40,14,68,14,22
2/27/2024 16:40,652,550,151,602,532,183,29,26,16,28,17,11
2/27/2024 16:45,940,495,200,872,858,198,56,20,29,59,26,29
2/27/2024 16:50,784,480,292,835,855,169,56,18,29,27,37,8
2/27/2024 16:55,1057,891,116,1179,567,208,59,28,18,49,17,30
2/27/2024 17:00,1121,537,138,969,532,274,60,14,8,43,33,14
2/27/2024 17:05,1018,530,161,1000,529,171,23,40,17,34,16,26
2/27/2024 17:10,1137,770,107,1031,723,173,27,14,12,56,41,25
2/27/2024 17:15,1006,799,280,802,902,275,65,21,9,30,37,8
2/27/2024 17:20,746,732,197,915,768,101,37,33,25,48,30,8
2/27/2024 17:25,963,563,202,702,635,250,64,33,27,67,18,24
2/27/2024 17:30,1171,850,112,664,565,218,29,26,24,39,34,17
2/27/2024 17:35,1007,640,253,712,470,122,41,38,20,63,40,14
2/27/2024 17:40,1047,884,237,1149,865,222,33,21,14,46,34,16
2/27/2024 17:45,929,901,147,1178,650,245,59,28,24,29,22,12
2/27/2024 17:50,993,522,108,828,763,153,35,24,21,45,16,28
2/27/2024 17:55,983,521,137,1023,616,255,29,40,15,59,37,28
2/27/2024 18:00,717,806,118,1129,702,270,56,31,11,41,14,8
2/27/2024 18:05,1127,822,149,1120,482,270,39,26,20,62,33,8
2/27/2024 18:10,775,682,193,635,573,230,64,22,13,50,40,23
2/27/2024 18:15,1063,639,247,821,858,262,58,17,28,60,26,19
2/27/2024 18:20,912,662,239,1187,542,184,47,37,22,48,29,28
2/27/2024 18:25,1145,703,276,765,563,105,23,15,11,22,40,23
2/27/2024 18:30,871,833,253,1014,515,102,50,33,28,67,34,21
2/27/2024 18:35,740,859,248,922,695,230,27,35,10,56,21,21
2/27/2024 18:40,894,612,252,636,827,268,37,39,10,66,24,18
2/27/2024 18:45,984,463,293,615,567,219,63,31,13,68,32,14
2/27/2024 18:50,1154,668,182,629,825,129,47,36,19,35,17,17
2/27/2024 18:55,611,623,227,1091,655,272,61,34,28,67,38,19
2/27/2024 19:00,1114,706,204,977,801,152,50,25,30,35,14,28
2/27/2024 19:05,843,549,232,763,484,106,34,17,17,26,31,20
2/27/2024 19:10,693,814,257,778,816,162,63,37,14,63,36,24
2/27/2024 19:15,769,526,119,995,701,196,42,19,9,66,25,23
2/27/2024 19:20,1006,517,192,783,885,128,58,25,18,43,28,12
2/27/2024 19:25,751,495,193,874,559,267,40,22,27,32,31,11
2/27/2024 19:30,779,467,118,1065,540,236,34,22,18,51,35,24
2/27/2024 19:35,784,460,106,613,493,251,42,33,17,38,38,27
2/27/2024 19:40,1191,886,154,701,595,109,37,15,26,46,17,13
2/27/2024 19:45,802,603,272,1107,693,103,37,16,17,60,35,25
2/27/2024 19:50,645,474,174,986,475,158,39,28,18,61,40,23
2/27/2024 19:55,978,669,129,952,856,177,65,17,12,44,33,29
2/27/2024 20:00,653,792,100,929,626,240,47,24,8,32,28,25
2/27/2024 20:05,717,526,247,700,746,111,63,41,20,54,20,18
2/27/2024 20:10,1111,625,159,977,919,162,55,31,20,31,32,30
2/27/2024 20:15,849,679,249,921,689,283,41,15,29,57,23,20
2/27/2024 20:20,893,722,113,952,667,123,57,19,19,39,14,26
2/27/2024 20:25,1107,607,179,1044,911,247,32,23,8,65,25,8
2/27/2024 20:30,1109,825,182,711,663,218,36,22,24,46,24,25
2/27/2024 20:35,635,456,136,754,886,241,58,38,30,59,29,24
2/27/2024 20:40,609,570,119,652,853,234,50,32,11,62,28,14
2/27/2024 20:45,818,523,165,831,638,283,26,30,10,59,26,25
2/27/2024 20:50,958,632,246,620,502,161,47,16,30,56,14,19
2/27/2024 20:55,720,515,295,944,755,268,58,18,22,40,25,21
2/27/2024 21:00,1128,548,184,877,547,164,63,20,28,38,17,15
2/27/2024 21:05,934,694,235,774,648,276,68,18,27,39,24,22
2/27/2024 21:10,998,701,287,884,697,282,28,26,29,22,41,10
2/27/2024 21:15,965,642,136,808,550,240,30,26,10,34,19,11
2/27/2024 21:20,1043,680,212,1166,805,126,33,25,17,41,33,15
2/27/2024 21:25,726,651,174,873,569,259,50,33,13,38,15,25
2/27/2024 21:30,997,912,264,720,819,259,53,19,27,38,18,20
2/27/2024 21:35,854,523,244,714,801,250,36,40,13,64,39,13
2/27/2024 21:40,633,457,203,645,620,114,37,15,20,29,33,22
2/27/2024 21:45,666,611,168,693,880,162,47,20,17,23,25,14
2/27/2024 21:50,1003,719,210,872,898,120,46,20,26,63,26,17
2/27/2024 21:55,983,708,139,1158,631,283,51,40,11,48,29,26
2/27/2024 22:00,737,712,109,1039,843,234,59,21,24,66,20,10
2/27/2024 22:05,604,853,209,992,853,115,26,33,28,38,17,8
2/27/2024 22:10,856,876,226,793,541,204,39,24,15,30,16,12
2/27/2024 22:15,940,767,278,752,686,282,66,34,8,52,16,28
2/27/2024 22:20,916,754,232,1095,462,234,38,41,12,30,34,10
2/27/2024 22:25,726,721,129,987,856,215,32,26,23,55,26,17
2/27/2024 22:30,1150,483,292,1057,866,109,66,20,26,59,31,20
2/27/2024 22:35,669,846,162,1199,508,212,43,38,15,68,14,13
2/27/2024 22:40,702,547,285,699,548,264,50,28,16,45,33,12
2/27/2024 22:45,677,616,255,920,465,194,23,21,25,56,41,14
2/27/2024 22:50,671,530,190,1179,554,227,60,36,20,38,18,28
2/27/2024 22:55,728,567,101,1190,507,161,53,35,18,29,17,13
2/27/2024 23:00,1159,630,193,777,735,101,65,31,26,34,41,14
2/27/2024 23:05,673,817,104,642,505,120,48,38,11,60,36,23
2/27/2024 23:10,603,835,150,701,771,267,61,37,28,58,15,23
2/27/2024 23:15,1017,794,204,688,483,229,49,37,15,23,14,27
2/27/2024 23:20,765,549,145,1002,499,252,60,27,8,26,28,13
2/27/2024 23:25,826,503,272,1156,897,262,61,27,23,67,31,29
2/27/2024 23:30,891,732,295,1188,666,195,48,37,15,34,32,26
2/27/2024 23:35,701,517,283,739,910,260,50,22,21,61,14,18
2/27/2024 23:40,727,591,196,1053,816,173,39,39,20,44,27,22
2/27/2024 23:45,693,452,290,756,865,188,35,32,30,57,33,9
2/27/2024 23:50,826,916,273,750,493,133,64,27,25,26,35,27
2/27/2024 23:55,970,757,271,1081,611,192,68,22,26,33,41,10
2/28/2024 0:00,865,756,150,851,489,132,35,33,25,46,21,26
2/28/2024 0:05,920,504,267,686,725,131,63,31,26,27,35,22
2/28/2024 0:10,1184,752,234,660,772,199,35,16,20,68,33,11
2/28/2024 0:15,919,792,230,771,854,111,34,39,9,53,23,10
2/28/2024 0:20,675,807,273,941,701,250,29,18,14,31,17,23
2/28/2024 0:25,1134,797,233,829,603,171,57,15,28,39,33,23
2/28/2024 0:30,806,871,221,1026,518,134,38,30,29,62,33,25
2/28/2024 0:35,789,599,155,1006,851,230,24,29,24,43,15,11
2/28/2024 0:40,1034,627,179,1076,625,125,28,31,9,43,37,20
2/28/2024 0:45,939,861,206,875,570,146,41,33,28,41,28,28
2/28/2024 0:50,650,717,174,708,838,133,46,16,16,50,38,9
2/28/2024 0:55,694,876,134,1179,485,197,45,19,23,43,35,13
2/28/2024 1:00,906,804,292,778,661,281,31,27,23,52,18,27
2/28/2024 1:05,1051,591,111,989,833,169,24,37,21,46,30,21
2/28/2024 1:10,615,586,129,990,542,203,26,31,13,49,14,14
2/28/2024 1:15,1196,454,255,968,832,137,45,26,20,58,36,25
2/28/2024 1:20,723,506,136,1004,691,189,34,22,19,39,32,20
2/28/2024 1:25,601,716,119,601,567,182,27,24,26,25,34,13
2/28/2024 1:30,865,506,238,906,483,180,61,19,9,39,30,8
2/28/2024 1:35,1071,606,261,894,817,268,43,15,23,62,26,16
2/28/2024 1:40,1118,901,134,805,825,290,33,39,11,52,22,14
2/28/2024 1:45,664,590,247,711,848,150,51,27,28,47,29,18
2/28/2024 1:50,898,514,126,856,469,116,27,24,30,60,40,26
2/28/2024 1:55,1017,698,167,827,502,177,58,36,15,26,41,24
2/28/2024 2:00,993,461,118,880,648,236,50,28,12,39,26,22
2/28/2024 2:05,1091,667,231,613,595,287,43,40,21,33,34,24
2/28/2024 2:10,712,486,110,1107,850,205,34,36,10,64,33,9
2/28/2024 2:15,1125,558,111,890,495,121,48,14,11,63,24,22
2/28/2024 2:20,1116,480,190,1107,734,293,61,31,17,51,31,14
2/28/2024 2:25,835,796,236,1102,902,160,35,17,15,66,28,16
2/28/2024 2:30,944,636,102,860,915,172,41,26,9,38,16,19
2/28/2024 2:35,621,804,233,623,738,161,48,35,22,26,27,12
2/28/2024 2:40,627,891,101,1183,563,238,54,28,11,47,20,21
2/28/2024 2:45,1111,829,185,1148,702,156,32,35,24,41,40,9
2/28/2024 2:50,1192,597,147,752,760,188,29,14,29,64,21,9
2/28/2024 2:55,954,571,133,975,907,294,29,24,30,26,35,12
2/28/2024 3:00,649,484,215,892,596,127,28,35,22,28,41,30
2/28/2024 3:05,603,731,138,932,660,136,54,41,12,32,36,16
2/28/2024 3:10,1145,515,241,1191,603,164,61,21,26,23,38,15
2/28/2024 3:15,968,675,130,909,725,296,45,33,28,51,38,27
2/28/2024 3:20,615,721,233,625,683,205,25,18,27,32,36,23
2/28/2024 3:25,859,698,214,646,683,148,33,38,9,41,21,24
2/28/2024 3:30,1046,774,184,820,860,247,29,31,14,40,30,16
2/28/2024 3:35,633,474,263,1008,699,278,63,39,24,29,22,25
2/28/2024 3:40,1072,803,150,602,808,185,59,24,30,51,14,27
2/28/2024 3:45,687,746,149,651,642,292,32,19,20,47,28,17
2/28/2024 3:50,696,551,248,716,834,218,24,25,12,42,41,28
2/28/2024 3:55,1067,728,278,748,642,132,52,27,14,62,35,26
2/28/2024 4:00,1127,601,279,655,815,300,47,34,26,31,26,23
2/28/2024 4:05,1124,870,248,937,838,241,57,41,18,59,17,19
2/28/2024 4:10,695,759,264,881,656,262,46,26,26,54,35,27
2/28/2024 4:15,836,500,116,1042,873,192,68,29,26,37,23,12
2/28/2024 4:20,790,739,139,912,709,257,29,23,14,66,18,24
2/28/2024 4:25,771,491,260,984,724,203,61,41,14,29,33,30
2/28/2024 4:30,940,614,160,1168,783,273,28,36,18,42,41,16
2/28/2024 4:35,767,516,259,974,519,177,32,41,25,57,17,27
2/28/2024 4:40,981,839,228,994,674,184,36,41,10,46,21,14
2/28/2024 4:45,629,586,184,1047,911,172,68,22,14,36,24,8
2/28/2024 4:50,815,617,165,762,488,154,31,14,12,27,14,14
2/28/2024 4:55,926,660,173,1126,637,282,29,15,11,54,19,16
2/28/2024 5:00,958,689,244,724,622,209,40,34,28,63,17,25
2/28/2024 5:05,872,612,199,810,461,123,23,20,15,48,36,21
2/28/2024 5:10,622,652,102,790,642,237,65,26,27,63,27,8
2/28/2024 5:15,1191,509,270,1132,567,152,57,30,26,32,38,9
2/28/2024 5:20,705,556,224,981,874,183,25,14,24,45,26,23
2/28/2024 5:25,940,898,294,1059,845,288,25,27,23,65,19,8
2/28/2024 5:30,682,498,290,1098,646,293,48,34,17,47,14,22
2/28/2024 5:35,826,920,224,895,898,296,56,39,29,59,17,27
2/28/2024 5:40,811,494,133,881,477,230,62,26,14,42,34,17
2/28/2024 5:45,1171,857,245,1013,780,255,62,32,27,31,26,15
2/28/2024 5:50,803,815,198,914,704,279,41,27,8,36,34,9
2/28/2024 5:55,1126,534,258,1079,607,206,42,16,9,56,21,22
2/28/2024 6:00,917,911,243,1030,669,111,43,26,10,65,18,25
2/28/2024 6:05,850,736,248,824,470,158,33,40,28,40,21,24
2/28/2024 6:10,641,748,128,605,689,247,61,31,10,58,27,24
2/28/2024 6:15,724,574,203,728,720,295,46,14,12,49,15,22
2/28/2024 6:20,960,678,295,656,915,239,48,30,15,30,38,20
2/28/2024 6:25,608,831,189,1104,651,115,42,21,22,47,18,23
2/28/2024 6:30,1186,637,205,891,666,164,22,36,14,49,38,19
2/28/2024 6:35,1162,647,120,982,731,100,48,26,23,60,22,9
2/28/2024 6:40,615,489,191,607,477,148,54,28,24,33,14,17
2/28/2024 6:45,922,651,175,1196,672,106,60,17,27,63,39,24
2/28/2024 6:50,1034,547,258,993,578,109,49,17,12,48,31,16
2/28/2024 6:55,1014,868,232,848,635,137,34,28,28,56,35,11
2/28/2024 7:00,753,561,171,847,856,110,67,38,23,50,33,26
2/28/2024 7:05,1015,558,153,1060,474,153,61,38,25,64,29,23
2/28/2024 7:10,1137,908,267,1092,799,225,45,33,14,65,30,27
2/28/2024 7:15,707,866,184,784,847,107,35,41,13,24,15,21
2/28/2024 7:20,646,590,188,1118,490,104,59,41,15,22,29,18
2/28/2024 7:25,708,577,169,910,512,114,52,17,27,37,15,19
2/28/2024 7:30,890,475,231,1114,861,194,29,31,29,60,29,13
2/28/2024 7:35,975,840,273,762,689,160,34,16,19,42,38,29
2/28/2024 7:40,724,848,168,704,521,209,42,32,9,31,28,26
2/28/2024 7:45,1024,530,171,965,620,110,49,16,11,54,16,9
2/28/2024 7:50,1124,475,149,962,886,290,30,38,28,57,38,23
2/28/2024 7:55,896,521,240,888,497,167,41,32,11,48,37,24
2/28/2024 8:00,651,549,117,715,771,100,66,37,30,45,22,20
2/28/2024 8:05,996,882,272,697,801,216,54,27,12,36,34,25
2/28/2024 8:10,897,788,229,916,901,160,54,16,17,37,26,20
2/28/2024 8:15,881,869,215,911,685,103,50,33,12,43,20,22
2/28/2024 8:20,1125,901,277,1108,677,251,49,22,30,60,32,8
2/28/2024 8:25,1103,516,112,873,482,116,22,35,21,47,36,13
2/28/2024 8:30,763,727,199,908,880,261,41,18,11,37,28,19
2/28/2024 8:35,982,565,241,1166,696,126,54,26,28,24,20,12
2/28/2024 8:40,662,571,233,879,599,183,35,16,18,46,18,21
2/28/2024 8:45,833,872,249,1055,555,228,65,35,22,47,23,19
2/28/2024 8:50,1026,612,140,684,475,262,28,39,10,28,29,16
2/28/2024 8:55,920,648,276,867,691,262,22,24,12,22,15,23
2/28/2024 9:00,1020,797,208,875,595,272,51,24,13,44,38,19
2/28/2024 9:05,1075,838,188,1180,542,248,23,16,27,24,38,19
2/28/2024 9:10,882,669,189,1075,654,237,56,38,11,35,31,8
2/28/2024 9:15,1028,825,274,856,873,188,31,22,16,35,31,25
2/28/2024 9:20,1105,878,251,838,630,130,32,31,11,33,32,27
2/28/2024 9:25,1172,729,166,706,599,101,62,34,14,38,19,10
2/28/2024 9:30,841,789,148,721,576,194,37,39,16,60,34,20
2/28/2024 9:35,850,905,274,897,701,218,37,23,23,49,33,19
2/28/2024 9:40,991,768,136,860,909,219,30,18,22,29,28,10
2/28/2024 9:45,1072,901,185,664,474,240,65,37,16,39,25,10
2/28/2024 9:50,836,674,188,1175,741,240,47,41,10,26,39,30
2/28/2024 9:55,1108,750,119,1060,829,198,54,16,19,52,21,24
2/28/2024 10:00,817,494,299,757,615,132,26,33,10,37,38,22
2/28/2024 10:05,938,624,162,948,831,153,54,21,25,64,36,28
2/28/2024 10:10,764,837,282,860,882,133,38,37,12,30,24,24
2/28/2024 10:15,685,834,123,658,576,285,26,24,12,48,22,20
2/28/2024 10:20,629,544,127,868,784,228,58,35,24,44,33,20
2/28/2024 10:25,838,616,195,755,519,261,65,29,14,46,26,21
2/28/2024 10:30,964,725,276,661,569,290,54,31,11,22,37,22
